term,sessionPeriod,meetingDate,meetingTime,meetingTypeName,meetingName,meetingContent,legislatorName,areaName,speechStartTime,speechEndTime,speechRecordUrl,videoLength,videoUrl,selectTerm,
11,1,2024-02-23,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,許宇甄,全國不分區及僑居國外國民,09:21:55,09:24:58,https://ivod.ly.gov.tw/Demand/Speech/149124,00:03:03,https://ivod.ly.gov.tw/Play/Clip/1M/149124,1101,
11,1,2024-02-23,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,羅智強,台北市第6選舉區,09:18:17,09:21:41,https://ivod.ly.gov.tw/Demand/Speech/149123,00:03:24,https://ivod.ly.gov.tw/Play/Clip/1M/149123,1101,
11,1,2024-02-23,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,吳春城,全國不分區及僑居國外國民,09:28:46,09:31:58,https://ivod.ly.gov.tw/Demand/Speech/149126,00:03:12,https://ivod.ly.gov.tw/Play/Clip/1M/149126,1101,
11,1,2024-02-23,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,吳沛憶,台北市第5選舉區,15:36:14,15:51:38,https://ivod.ly.gov.tw/Demand/Speech/149137,00:15:24,https://ivod.ly.gov.tw/Play/Clip/1M/149137,1101,
11,1,2024-02-23,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,謝龍介,全國不分區及僑居國外國民,15:20:07,15:36:06,https://ivod.ly.gov.tw/Demand/Speech/149136,00:15:59,https://ivod.ly.gov.tw/Play/Clip/1M/149136,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,張啓楷,全國不分區及僑居國外國民,11:13:47,11:45:22,https://ivod.ly.gov.tw/Demand/Speech/149148,00:31:35,https://ivod.ly.gov.tw/Play/Clip/1M/149148,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,陳雪生,連江縣選舉區,10:42:45,11:13:39,https://ivod.ly.gov.tw/Demand/Speech/149147,00:30:54,https://ivod.ly.gov.tw/Play/Clip/1M/149147,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,謝衣鳯,彰化縣第3選舉區,14:46:39,15:17:48,https://ivod.ly.gov.tw/Demand/Speech/149150,00:31:09,https://ivod.ly.gov.tw/Play/Clip/1M/149150,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,吳秉叡,新北市第4選舉區,09:01:55,09:18:05,https://ivod.ly.gov.tw/Demand/Speech/149143,00:16:10,https://ivod.ly.gov.tw/Play/Clip/1M/149143,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,蔡其昌,台中市第1選舉區,15:49:11,16:05:22,https://ivod.ly.gov.tw/Demand/Speech/149152,00:16:11,https://ivod.ly.gov.tw/Play/Clip/1M/149152,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,林岱樺,高雄市第4選舉區,10:30:21,10:42:39,https://ivod.ly.gov.tw/Demand/Speech/149146,00:12:18,https://ivod.ly.gov.tw/Play/Clip/1M/149146,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,黃珊珊,全國不分區及僑居國外國民,09:49:05,10:19:48,https://ivod.ly.gov.tw/Demand/Speech/149145,00:30:43,https://ivod.ly.gov.tw/Play/Clip/1M/149145,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,丁學忠,雲林縣第1選舉區,09:18:12,09:48:58,https://ivod.ly.gov.tw/Demand/Speech/149144,00:30:46,https://ivod.ly.gov.tw/Play/Clip/1M/149144,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,呂玉玲,桃園市第5選舉區,17:02:36,17:33:07,https://ivod.ly.gov.tw/Demand/Speech/149155,00:30:31,https://ivod.ly.gov.tw/Play/Clip/1M/149155,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,黃秀芳,彰化縣第2選舉區,16:46:36,17:02:27,https://ivod.ly.gov.tw/Demand/Speech/149154,00:15:51,https://ivod.ly.gov.tw/Play/Clip/1M/149154,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,萬美玲,桃園市第4選舉區,16:15:43,16:46:27,https://ivod.ly.gov.tw/Demand/Speech/149153,00:30:44,https://ivod.ly.gov.tw/Play/Clip/1M/149153,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,林國成,全國不分區及僑居國外國民,15:17:56,15:49:02,https://ivod.ly.gov.tw/Demand/Speech/149151,00:31:06,https://ivod.ly.gov.tw/Play/Clip/1M/149151,1101,
11,1,2024-02-27,09:00,院會,第11屆第1會期第2次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。 二、2月23日上午9時至10時為國是論壇時間。 三、2月27日下午1時50分至2時30分為處理臨時提案時間。,徐富癸,屏東縣第2選舉區,14:30:26,14:46:33,https://ivod.ly.gov.tw/Demand/Speech/149149,00:16:07,https://ivod.ly.gov.tw/Play/Clip/1M/149149,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,丁學忠,雲林縣第1選舉區,09:07:11,09:09:20,https://ivod.ly.gov.tw/Demand/Speech/149158,00:02:09,https://ivod.ly.gov.tw/Play/Clip/1M/149158,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,陳培瑜,全國不分區及僑居國外國民,17:03:15,17:19:23,https://ivod.ly.gov.tw/Demand/Speech/149176,00:16:08,https://ivod.ly.gov.tw/Play/Clip/1M/149176,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,羅廷瑋,台中市第6選舉區,15:18:55,15:49:50,https://ivod.ly.gov.tw/Demand/Speech/149172,00:30:55,https://ivod.ly.gov.tw/Play/Clip/1M/149172,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,蔡易餘,嘉義縣第1選舉區,15:02:14,15:18:42,https://ivod.ly.gov.tw/Demand/Speech/149171,00:16:28,https://ivod.ly.gov.tw/Play/Clip/1M/149171,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,李柏毅,高雄市第3選舉區,11:51:04,12:07:09,https://ivod.ly.gov.tw/Demand/Speech/149169,00:16:05,https://ivod.ly.gov.tw/Play/Clip/1M/149169,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,林沛祥,基隆市選舉區,11:19:43,11:50:53,https://ivod.ly.gov.tw/Demand/Speech/149168,00:31:10,https://ivod.ly.gov.tw/Play/Clip/1M/149168,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,王定宇,台南市第6選舉區,11:03:53,11:19:32,https://ivod.ly.gov.tw/Demand/Speech/149167,00:15:39,https://ivod.ly.gov.tw/Play/Clip/1M/149167,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,牛煦庭,桃園市第1選舉區,10:33:18,11:03:43,https://ivod.ly.gov.tw/Demand/Speech/149166,00:30:25,https://ivod.ly.gov.tw/Play/Clip/1M/149166,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,陳昭姿,全國不分區及僑居國外國民,09:30:26,09:33:27,https://ivod.ly.gov.tw/Demand/Speech/149165,00:03:01,https://ivod.ly.gov.tw/Play/Clip/1M/149165,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,羅智強,台北市第6選舉區,09:26:54,09:30:16,https://ivod.ly.gov.tw/Demand/Speech/149164,00:03:22,https://ivod.ly.gov.tw/Play/Clip/1M/149164,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,顏寬恒,台中市第2選舉區,09:23:16,09:26:45,https://ivod.ly.gov.tw/Demand/Speech/149163,00:03:29,https://ivod.ly.gov.tw/Play/Clip/1M/149163,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,吳春城,全國不分區及僑居國外國民,09:19:47,09:23:08,https://ivod.ly.gov.tw/Demand/Speech/149162,00:03:21,https://ivod.ly.gov.tw/Play/Clip/1M/149162,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,許宇甄,全國不分區及僑居國外國民,09:16:12,09:19:39,https://ivod.ly.gov.tw/Demand/Speech/149161,00:03:27,https://ivod.ly.gov.tw/Play/Clip/1M/149161,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,張嘉郡,全國不分區及僑居國外國民,09:12:52,09:16:07,https://ivod.ly.gov.tw/Demand/Speech/149160,00:03:15,https://ivod.ly.gov.tw/Play/Clip/1M/149160,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,吳宗憲,全國不分區及僑居國外國民,09:09:28,09:12:46,https://ivod.ly.gov.tw/Demand/Speech/149159,00:03:18,https://ivod.ly.gov.tw/Play/Clip/1M/149159,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,陳菁徽,全國不分區及僑居國外國民,09:04:09,09:07:06,https://ivod.ly.gov.tw/Demand/Speech/149157,00:02:57,https://ivod.ly.gov.tw/Play/Clip/1M/149157,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,葉元之,新北市第7選舉區,09:00:37,09:04:01,https://ivod.ly.gov.tw/Demand/Speech/149156,00:03:24,https://ivod.ly.gov.tw/Play/Clip/1M/149156,1101,
11,1,2024-03-01,09:00,院會,第11屆第1會期第3次會議,一、對行政院院長提出施政方針及施政報告繼續質詢。  二、3月1日上午9時至10時為國是論壇時間。  三、3月5日下午1時50分至2時30分為處理臨時提案時間。,伍麗華Saidhai Tahovecahe,山地原住民,16:00:31,16:16:14,https://ivod.ly.gov.tw/Demand/Speech/149173,00:15:43,https://ivod.ly.gov.tw/Play/Clip/1M/149173,1101,
