周秘書長萬來,17614,，:1017,的:478,。:331,是:248,…:236,有:213,我:202,在:185,因為:128,我們:120,這個:117,也:90,所以:89,就:87,來:85,委員:78,對:77,要:75,、:74,了:74,報告:65,一個:64,會:62,都:56,跟:56,大概:52,第:52,各位:50,處理:49,做:49,一定:48,時候:47,它:43,不:43,這樣:42,當時:42,沒:42,如果:39,就是:39,協商:39,上:38,！:38,提:37,人:37,後:36,啦:36,所:35,黨團:35,他:35,由:34,可以:34,沒有:34,去:33,你:33,好:33,立法院:33,說:32,把:32,當然:32,規範:31,以:31,部分:30,委員會:30,那:29,認為:28,謝謝:28,個:28,看:27,話:27,再:27,於:27,才:27,已經:27,行使:25,主席:24,長:24,到:24,可能:24,585:24,法制局:24,裡面:23,不是:23,院會:23,我個:23,職權:23,用:23,現在:22,立法:22,副:22,特別:22,很:22,過程:21,決定:21,那個:20,國會:20,研究:20,情況:20,提出:19,剛才:19,大家:19
林委員思銘,16855,，:974,的:563,我們:229,。:156,是:155,？:127,我:126,有:123,！:102,所以:96,你:94,在:93,就:93,要:89,…:86,、:86,來:81,這個:79,也:75,了:62,都:61,對:57,立法:57,立法院:56,做:55,說:53,他:52,沒有:51,委員:50,去:49,很:48,總統:47,大家:45,可以:45,秘書長:45,一個:41,就是:39,討論:39,相關:39,什麼:38,啦:38,嘛:38,安全:38,今天:37,院長:36,沒:35,現在:35,我想:34,嗎:34,想:34,一直:34,這樣:34,啊:34,行使:33,資通:33,認為:32,職權:32,國會:30,讓:30,黨:30,不:30,議事:29,會:29,清楚:29,問題:28,規定:28,長:28,謝謝:28,非常:28,但是:28,於:28,再:27,主席:27,版本:27,為:26,不是:25,這:25,得:25,如果:25,法案:25,它:25,跟:24,把:24,因為:23,到:23,剛才:23,規則:22,好:22,副:22,個:22,其實:22,違憲:22,不要:21,人:21,部分:21,報告:21,協商:20,你們:20,審查:20,這是:20
翁委員曉玲,12261,，:599,的:475,是:122,我們:122,。:121,在:100,、:98,我:84,有:82,？:76,要:69,立法:67,立法院:60,國會:59,法案:57,都:56,…:56,了:53,不:47,委員:45,來:42,改革:41,也:40,去:40,所:39,相關:39,對:37,就:37,這個:37,以及:35,這些:35,嗎:34,於:33,非常:33,說:33,提出:32,請:32,可以:30,重要:30,他們:29,一個:28,行政:27,現在:27,今天:26,就是:26,沒:26,調查權:25,必須:24,所以:24,大家:24,進行:24,其實:24,什麼:24,為:22,職權:22,沒有:22,已經:22,部分:21,主席:21,機關:21,憲法:21,到:21,人:21,基本上:20,未來:20,這樣:20,不是:19,認為:19,係:19,資訊:18,做:18,尊重:18,會:17,能夠:17,監督:17,還有:17,民進:16,條文:16,報告:16,政府:16,剛剛:15,好:15,這次:15,希望:15,規定:15,秘書長:15,討論:15,知道:15,行為:15,等等:15,議事:15,話:14,！:14,總統:14,之前:14,權力:14,這裡:14,各位:13,修法:13,很:13
沈委員伯洋,10538,，:571,的:369,是:125,。:109,在:96,我們:93,？:88,有:87,要:84,我:67,這個:52,什麼:48,討論:48,、:48,就:46,所以:44,事情:42,就是:39,說:38,都:37,今天:37,了:36,可以:35,把:35,大家:34,沒有:34,來:33,問題:33,不:31,做:31,一個:31,因為:31,如果:29,它:29,國會:29,沒:28,對:28,他:28,！:27,跟:27,這:26,調查:26,還是:23,不是:23,個:22,提出:22,為:22,很:22,人:21,也:21,時候:21,藐視:21,這邊:20,版本:20,到底:20,應該:19,其實:19,被:19,去:19,現在:19,會:18,黨:18,最:18,你:17,那麼:17,立法:17,委員:17,法律:17,非常:17,嗎:17,但:16,公聽會:16,知道:16,這些:16,這樣:16,重要:16,再:16,後:15,剛剛:15,才:15,可能:15,完全:15,到:15,委員會:15,啊:14,法案:14,但是:14,國民黨:14,那:14,弊案:14,讓:13,發言:13,能夠:13,很多:13,一次:13,怎麼:13,直接:13,上:13,「:13,」:13
陳委員俊宇,9744,，:511,的:365,。:124,我們:99,在:95,也:84,是:75,有:73,要:57,、:55,立法院:51,？:49,我:48,國會:46,來:43,秘書長:42,委員:42,了:40,對:37,都:35,好:34,討論:34,這個:31,應該:30,能夠:29,於:28,請:28,讓:26,所:25,所以:24,相關:22,沒:21,立法:21,會:20,報告:20,改革:19,希望:19,一個:18,可以:18,跟:17,主席:16,部分:16,就:16,您:15,上:15,民主:15,已經:15,委員會:15,後:15,長:15,想:15,教:15,到:15,職權:15,所有:15,是不是:14,期待:14,不:14,之:14,法案:14,民眾:14,人民:14,非常:14,說:13,大家:13,經過:13,問題:13,還是:13,行使:13,各位:13,進行:12,版本:12,地:12,擴建:12,本席:12,為:12,臺:12,月:12,沒有:12,法官:12,謝謝:11,更:11,甚至:11,時:11,提出:11,個:11,審查:11,從:11,針對:10,議事:10,6:10,或是:10,總統:10,相信:10,做:10,人:10,及:10,會議:10,處理:10,這種:9
吳委員宗憲,8179,，:524,的:262,我:186,。:86,是:78,你:72,在:71,有:61,我們:59,這個:57,說:56,跟:44,要:41,不:39,也:35,！:35,對:34,所以:34,就:33,法律:32,來:31,都:31,？:30,不是:28,這樣:28,了:28,、:27,憲法:27,不能:26,第:26,就是:22,那:22,今天:21,沒:21,大家:21,行政院:20,什麼:20,這邊:20,於:19,違憲:19,秘書長:18,他:18,非常:18,但是:17,因為:17,剛剛:17,認為:17,各位:17,這是:16,…:16,人:15,一下:15,東西:15,該:15,585:15,國家:15,可以:15,怎麼:15,做:15,會:15,必須:14,後:14,解釋:14,部分:13,問題:13,得:13,立法:13,其實:13,好:13,上面:13,人民:13,謝謝:13,把:12,如果:12,拿:12,這些:12,一樣:12,調查權:12,想:12,國會:12,很:12,大法官:12,事情:12,報告:11,為:11,看:11,一個:11,立法院:11,沒有:11,請:11,去:11,到:11,不要:11,話:11,接受:11,這裡:11,總統:11,個:10,像:10,不應:10
黃委員珊珊,5398,，:318,的:221,。:65,是:56,我們:50,在:47,也:38,有:38,這個:33,要:24,對:24,所以:23,都:23,、:22,希望:22,黨:22,了:21,我:20,版本:20,說:19,就:19,來:18,清楚:18,提出:17,但是:16,如果:16,得:16,很:16,一個:15,因為:14,範圍:14,做:14,？:14,立法院:14,報告:13,問題:13,跟:13,必須:13,其實:12,沒:12,不是:12,非常:12,第:12,院長:11,我覺:11,還有:11,民眾:11,可以:11,不:11,案子:10,上:10,相關:10,它:10,今天:10,謝謝:9,立場:9,可能:9,之:9,人民:9,重要:9,能源:9,政策:9,裁示:8,部分:8,說明:8,就是:8,程序:8,把:8,秘書長:8,應該:8,台灣民眾:8,電價:8,還是:8,到:7,時間:7,我想:7,委員:7,內:7,國會:7,於:7,或:7,其他:7,解釋:7,裡面:7,權力:7,現在:7,中華民國:7,該:7,提案:7,月:7,台電:7,漲:7,只是:7,討論:7,這些:7,剛剛:6,大家:6,主席:6,時候:6,後:6
陳委員昭姿,5295,，:372,的:147,我:76,。:62,是:62,有:48,也:46,都:35,我們:34,、:34,要:34,你:28,很:26,了:25,？:24,說:24,就是:23,在:23,因為:23,所以:22,大家:20,…:20,這個:20,就:18,來:17,醫療:17,還是:15,！:15,一個:15,後:14,但是:14,可能:13,不:13,年:13,到:12,做:12,時候:12,不是:12,沒有:12,這樣:12,知道:12,什麼:12,沒:11,跟:11,個:11,得:11,已經:11,他:11,現在:11,部分:11,對:10,最:10,去:10,可以:10,嗎:10,嘛:10,很多:9,1:9,當然:9,主席:9,這是:9,高:9,把:9,醫院:9,人:8,提出:8,其實:8,才:8,長:8,民眾:8,好:7,蓋:7,問題:7,第一:7,如果:7,他們:7,今天:7,署長:7,健保:7,事實:7,不要:7,計酬:7,一定:7,辦法:7,想:6,票:6,上:6,不足:6,下去:6,非常:6,還有:6,看:6,為:6,包括:6,專業:6,臺:6,投資:6,給付:6,36%:6,有人:6
程序委員會意見,5067,擬請:312,。:312,院會將:308,本案:308,員會:181,交:128,政委:125,委員會:111,審查:105,交財:81,及:70,交通委:56,教育:47,文化:47,交內:44,交社會:29,福利:29,及衛生:29,環境:29,交經濟:25,司法:22,法制:22,、:11,兩委員會:10,外交:9,及國:6,防委員會:6,院會:4,及國防:3,經濟:3,同意:3,撤回:3,內政:1,交內政:1,定期:1,舉行:1,會議:1,，:1,邀請:1,行政院:1,院長:1,主計長:1,財政部:1,部長:1,列席:1,報告:1,編:1,製:1,經:1,過:1,並:1,備:1,質:1,詢:1
鄭天財Sra Kacaw委員,3914,，:230,的:143,。:66,是:43,要:35,有:29,所以:28,原住民:28,這個:27,在:26,我們:21,就:21,都:21,部分:21,也:20,、:18,我:18,？:18,對:17,因為:16,立委:16,立法院:14,去:14,…:14,這樣:13,條文:13,秘書長:12,到:12,！:12,好:11,不是:11,總統:11,比例:11,就是:11,來:10,可以:10,不要:10,你:10,委員:9,沒:9,時候:9,但是:9,「:9,」:9,臺:9,不:8,怎麼樣:8,修正:8,了:8,一下:8,年:8,原住:8,民族:8,後:8,相關:8,那個:8,人口:8,憲法:7,法:7,沒有:7,很:7,過去:7,會:7,8:7,跟:7,1:7,必須:7,一個:7,什麼:6,啦:6,行政院:6,院長:6,於:6,像:6,意見:6,還是:6,今天:6,提:6,請:5,才:5,之下:5,很多:5,方針:5,到底:5,增修:5,立法:5,國家:5,為:5,用:5,選區:5,個:5,特別:5,這些:5,應該:5,檢討:5,一樣:5,動議:5,少:5,子女:5,內政部:5
案由,3890,，:127,。:114,討論:53,是否:52,有當:52,敬請:52,公決:52,？:47,第:45,付:43,逕:42,、:40,建議:40,決:38,停止:36,表:36,本院:34,等:34,案:31,本條:29,「:26,」:26,草案:22,立法院:21,及:19,事項:19,人擬:17,具:17,條例:16,修正:16,對:15,1:14,委員:12,次會議:12,於:11,之:11,11:11,屆:11,會期:11,條文:11,人:10,黨團:10,總統:10,本案:10,針對:9,團針:9,報告:9,相關:8,國民黨:8,黨:8,併:8,部分:8,二:8,17:8,兒童:8,少年:8,性:8,剝削:8,防制:8,黨黨:7,議事:7,日程:7,讀:7,職權:7,條:7,與:6,擬請:6,為:6,民進:6,13:6,18:6,國情:6,行使:6,院會:6,台灣民眾:6,再生:6,會議:5,提出:5,委員會:5,14:5,（:5,）:5,審查:5,條條文:5,抽出:5,進行:5,發展:5,法:5,延長:4,時間:4,至:4,本:4,21:4,人分別:4,擬具:4,『:4,』:4,提請:4,條規定:4,院會將:4
曾次長文生,2996,，:176,的:126,是:45,我們:40,。:33,在:30,電價:25,也:18,做:17,會:17,有:17,要:16,這個:16,來:15,就是:14,我:13,立法院:12,年:12,了:12,跟:12,審議:11,都:11,、:11,其實:11,上:10,一個:10,？:9,得:9,把:9,就:8,這:8,台電:8,因為:8,審查:8,說明:7,調整:7,決議:7,依照:7,這樣:7,事情:7,比:7,多:7,謝謝:6,主席:6,行政:6,事實:6,時候:6,讓:6,當然:6,民生:6,價格:6,臺:6,大概:6,好:6,部分:6,一些:6,時間:6,於:5,現在:5,機制:5,2015:5,主要:5,已經:5,能源:5,包含:5,整個:5,開始:5,方式:5,燃料:5,非常:5,較:5,大家:5,程序:5,它:5,如果:5,沒有:5,預算:5,清楚:5,問題:5,波動:5,各位:4,委員:4,調漲:4,1:4,月:4,日:4,電價費率:4,公式:4,這些:4,到:4,電業法:4,經濟部:4,考慮:4,辦理:4,狀況:4,採取:4,成本:4,而且:4,和:4,大院:4
謝委員龍介,2884,，:201,的:71,有:33,。:32,你:25,說:24,？:23,是:23,也:22,對:22,可以:22,、:20,在:19,要:19,都:16,就是:16,沒:16,就:16,了:15,什麼:15,來:15,我們:14,！:13,不:13,我:13,他:12,立法院:11,大家:10,這樣:10,今天:10,黨:10,多:10,嘛:9,沒有:9,這個:9,那麼:9,如果:8,做:8,會:8,因為:8,行政:8,嗎:8,所以:8,壓力:8,不用:8,討論:8,協商:8,秘書長:7,好:7,不是:7,看:7,國民黨:7,讓:7,不要:6,主席:6,改革:6,笑:6,提出:6,民進:6,他們:6,人:6,大:6,…:6,這裡:5,你們:5,執政:5,政黨:5,有人:5,官員:5,立法:5,們:5,叫:5,跟:5,要求:5,總統:5,報告:5,時候:5,保留:5,啦:4,年:4,誰:4,鱉:4,為:4,社會:4,過去:4,傲慢:4,三黨:4,一個:4,辦法:4,更:4,很大:4,這些:4,覺得:4,接受:4,到:4,多少:4,業務:4,應該:4,那:4,執政黨:4
事實上，在座有很多的法律人都讀過聯邦論，聯邦論有一句話說,2639,的:120,，:114,。:34,是:31,我們:27,國會:23,總統:22,在:21,我:21,有:19,要:17,一個:17,、:16,報告:16,？:15,認為:15,可以:14,立法院:13,這個:13,進行:13,也:12,問題:11,就:10,都:10,沒有:10,向:10,對:10,調查:10,制衡:9,今天:9,它:9,但是:9,行政院:9,不:8,分權:8,就是:8,什麼:8,重要:8,總理:8,於:8,人:7,如果:7,跟:7,立法:7,總統制:7,長:7,需要:6,不是:6,所以:6,讓:6,負責:6,時候:6,法國:6,任命:6,之:6,後:6,去:6,到:6,國情:6,合作:6,─:6,調查權:6,委員會:6,因為:5,了:5,中華民國:5,為:5,非常:5,事情:5,行政:5,設計:5,他:5,沒:5,職權:5,憲政:5,這是:5,政黨:5,可能:5,政府:4,根據:4,憲法:4,修憲:4,第五:4,共和:4,或者:4,半:4,提出:4,是不是:4,大:4,韓民國:4,包括:4,雖然:4,應該:4,來:4,希望:4,在野:4,黨:4,統問:4,統答:4,投票:4
張其祿教授,2538,，:157,的:90,是:44,我們:40,在:35,也:30,有:22,其實:20,上:19,我:17,說:17,。:15,當然:15,總統:15,這個:14,…:14,去:13,國會:13,一個:11,所以:11,可能:11,時候:11,就是:10,了:10,因為:9,要:9,就:8,來:8,都:8,還是:8,如果:8,制度:8,或者:7,它:7,能夠:7,但是:7,設計:7,得:7,到:6,立法:6,真的:6,問題:6,整個:6,所謂:6,知道:6,概念:6,行政:6,希望:6,話:6,可以:6,更:6,這樣:6,大家:5,很:5,到底:5,立法院:5,而:5,跟:5,不過:5,等等:5,較:5,一屆:5,很多:5,現在:5,目前:5,職權:5,那個:5,我覺:5,覺得:5,那:5,這些:5,監督:5,比如:5,方式:5,謝謝:4,直接:4,方向:4,人:4,委員:4,談:4,？:4,負責:4,精神:4,坦白:4,長:4,不:4,不是:4,比:4,黨:4,只能:4,他:4,甚至:4,、:4,自己:4,權力:4,用:4,好:3,會:3,個:3,擔任:3
蘇委員清泉,2288,，:166,的:61,、:39,我們:29,。:21,是:16,了:16,都:16,他:15,來:13,我:13,要:12,有:11,所以:10,就:10,大家:10,也:10,很:9,讓:9,年:9,在:9,人:9,跟:8,醫界:8,？:7,去:7,政府:7,現在:7,6:7,億元:7,月:7,平均:6,你:6,！:6,到:6,跑:6,餘命:5,2:5,歲:5,為:5,長:5,總額:5,沒:5,一個:5,這:5,丟給:5,好:5,這樣:5,後:5,提出:4,什麼:4,就是:4,對:4,知道:4,會:4,再:4,因為:4,不:4,報告:4,新加坡:4,等:4,把:4,時候:4,被:4,聽:4,說:4,臺:4,36%:4,如果:4,黨:4,已經:3,政策:3,像:3,優秀:3,和:3,醫院:3,清楚:3,但是:3,不會:3,看到:3,今天:3,這是:3,罵:3,於:3,10:3,7:3,折:3,這麼:3,搞:3,之:3,他們:3,醫師:3,「:3,」:3,幾年次:3,找:3,自費:3,一次:3,新:3,國民黨:3
民進黨黨團提案,2284,。:224,表決:217,重付:146,本案:145,請:145,本次:72,請採:72,「:72,點:72,名表:72,決:72,」:72,依據:7,立法院:7,議事:7,規則:7,第:7,41:7,條:7,，:7,要求:7,清點:7,在:7,場人數:7,─:2,全案:2,1:1,.:1,逐條:1,討論:1,中:1,提請:1,　:1,審查:1,第三:1,讀會:1,付表決:1
洪委員申翰,2251,，:119,的:79,。:30,是:24,有:17,、:17,你:17,在:16,？:16,！:15,要:13,立法院:13,都:12,大家:10,說:10,我們:10,這個:10,來:9,不:9,了:9,真的:9,法案:9,我:8,本席:8,電價:8,現在:8,就:8,對:8,很:8,可以:8,什麼:8,今天:7,還是:7,會:7,讓:7,嗎:7,就是:7,主席:6,知道:6,其實:6,把:6,也:6,這:6,因為:6,國會:6,為:6,這些:6,或者:5,由:5,決定:5,看:5,一個:5,沒:5,到:5,清楚:5,人民:5,沒有:5,審議:4,做法:4,這件:4,看到:4,包括:4,政治:4,用:4,這麼:4,提案:4,再:4,國家:4,但:4,先:4,國民黨:4,出來:4,他們:4,退回:4,重審:4,一位:4,傅總召:4,救:4,黨團:3,請:3,討論:3,但是:3,機制:3,國民黨團:3,如果:3,這樣:3,或是:3,事情:3,目前:3,話:3,所以:3,產業界:3,很多:3,和:3,未來:3,態度:3,處理:3,可能:3,而:3,問題:3
黃仁俊助理教授,2246,的:107,，:102,是:30,總統:28,有:28,在:22,立法院:20,。:18,我們:15,跟:13,這樣:13,、:12,就:12,或:12,可以:12,？:11,來:10,也:10,一個:9,於:9,問題:8,對:8,報告:7,要:7,時候:7,現行:7,條文:7,機制:7,設計:7,民主:7,行政院:6,上:6,讓:6,提名:6,如果:6,行政:6,委員:5,我:5,國情:5,長:5,了:5,為:5,會:5,都:5,憲法:5,法制:5,宣誓:5,後:5,國會:5,刑事:5,部分:4,這個:4,已經:4,不過:4,增修:4,條:4,現在:4,互動:4,之:4,以及:4,形成:4,政治:4,其實:4,思考:4,就是:4,能:4,不能:4,可不可以:4,直接:4,理性:4,被:4,更:4,人:4,罰:4,訴訟:4,調查:4,第一:3,討論:3,總統制:3,情形:3,他:3,第二:3,話:3,第三:3,規定:3,「:3,」:3,朝野:3,院長:3,僵局:3,雙重:3,下:3,一下:3,委員會:3,職:3,參考:3,或者:3,像是:3,質詢:3,不:3
