text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"但是2015年我回去選舉的時候，黃國昌一直主張說我們在密室協商。那個是法規定的，他要直播就直播，我更樂意見到直播。他說要來辯論，請問黃國昌委員，你所謂委員會中心主義、要辯論，你把這個程序都沒收，整個國會、整個職權行使法在委員會是怎麼樣呢？在委員會是我們的被丟包，甚至洪孟楷委員你的版本也都被丟包，只審理你們的，一路壓過去，當然我們要主張散會，一直讓它的程序不能往前走，但是很困難，還是照常壓出去，我們都知道這是為了傅崐萁委員所設計的5月17日賴總統上臺以前的國情報告，也是一個階段你們在國會的大勝利，這是表象。但是換了我們鍾佳濱委員，開了5次以後，每一次都散會動議，換言之，立法院現在可以沒收委員會，這夠厲害吧！哪一個委員會你看不讓它開，你就來散會？甚至有一次傅總召還拍桌，然後也是散會，國會天搖地動，這個是最近的事情，很清楚。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"然後經過委員會朝野協商，委員會朝野協商是怎麼樣呢？吳宗憲委員主持、吳思瑤幹事長和莊瑞雄書記長都去，討論三條，職權行使法這一大包五、六十條，談了三條以後，是國民黨強行出委員會，黃國昌說他不協商就走人了，吳宗憲順勢說，好，就到院長協商，請問這樣就是可以表決嗎？我要請問黃國昌委員，你這樣就可以表決嗎？你的法學常識，你是法律博士，職權行使法依法行使，這是很嚴肅的事情，就是第七十一條、第六十八條，你每次都要挑戰，到昨天為止，你還是說要表決，沒有什麼好協商的就直接表決，這是第一個。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"第二個，我要講沒有程序正義，何來實質正義？假如這樣可以遂行的話，以後你們兩黨加起來、聯合起來，在程序委員會擋案子，在院會永遠把重要法案抽出逕付二讀，就不會看到委員會討論了，立法院在幹什麼？沒有透過直播，沒有辦法知道你在幹什麼，一路蓋牌，蓋到最後也不朝野協商就直接表決，表決我當然知道，講一、兩次以後就停止討論、表決，一路這樣下去，這樣的國會有存在價值嗎？這樣的國會和中國人大不是差不多嗎？和香港人大不是差不多嗎？",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"院長，這是一個非常嚴肅的事情，你的幕僚應該給你高度實情，你的幕僚不應該跟你這樣講說這個可以，我要請問周萬來秘書長，我們今天早上還在院長室辯論過，你舉一個例子，歷任院長誰搞過這樣的程序？誰敢這樣搞？誰敢這樣搞？沒有人敢這樣搞，所以我很懇切地講說，來，大家來朝野協商，我把整段講完……",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：你已經講……",1110000000,內文,0.0,0.0,,,,,
"柯委員建銘：院長，當傅崐萁講話的時候，你從來不會這樣子，我也忍受沒有關係，我把整段講完，好不好？我今天都講實情，每次都做直播，傅崐萁講話的時候，都不會看到，黃國昌講話，你可能也不敢啦，吳思瑤講話、我們這三個人講話一定是這樣，但是你對我比較客氣一點，appreciate，好不好？",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：你已經講13分鐘……",11100000000000,內文,0.0,0.0,,,,,
"柯委員建銘：沒有關係，這個是很重要的一刻，我必須把話講清楚。",1111110000000000000000000000000,內文,0.0,0.0,,,,,
"主席：你可以第二次發言。",1110000000000,內文,0.0,0.0,,,,,
"柯委員建銘：我把它講完、講清楚，大家才能夠進入程序，所以我還是試圖說我們如何解決這個僵局，我主動找你講，我們今天可以大家好好談，也就是說，持平而論，總統來國會做國情報告，那個我們講過很多次了，兩次，而且幾乎是憲法法庭的辯論，但是當然是闔各言爾志，我一直講說這個是憲政體制的問題，你們說不是，沒有關係，這當然是很清楚的。憲法規定行政院是最高行政機關，對立法院負責，OK！立法院只有質詢，所以我試圖做這樣讓大家可以解這個局，也讓立法院立下……我們以後國會也不會讓人家擔心是很危險的國會，我們選立委來幹什麼？來數人頭就好了，法案也不必審了，這是民主輓歌，也是國會的輓歌。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"所以我具體主張，今天真的很懇切，好，假如說針對國情報告的話，雖然那個要交由朝野協商一個月，針對國情報告的話，在職權行使法裡面有，我們講過只有三條第十五條之一，第十五條之二、第十五條之四，待會我們大家好好談一下，簽名朝野協商結論，但是大體討論要多少人？第十五條之一等三個條文一條討論要多少人？發言完畢要進行表決，讓這個事情有個ending，讓國會至少在這裡，搶救國會最後的時刻，把國會的遮羞布也拿回來，這是一個民主在懸崖的時候最關鍵時刻，假如說一定要把所有的今天你們排的、傅崐萁總召所排的，排了三天，所有變更議程的三案都要通過，黃國昌委員提出今天開會到12點，硬幹！我在這裡講，對不起，那個衝突會很大啦！那個衝突絕對很大，我不是在恐嚇，這個很清楚嘛。我們要挽救國會、要挽救民主、挽救臺灣，你們沒有協商就要一路下去，其他都還沒協商，所謂的第585號釋字，乃至於藐視國會，全部還沒協商，這些還沒協商的，你抓來就一路幹下去、表決下去，這不會有衝突嗎？這衝突是為了挽救國會的衝突，不是為了個人，也不是為了黨團，所以我很誠懇地建議，黃國昌委員，你們要開會到晚上12點，可能要斟酌一下。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天我剛才跟傅崐萁講得很清楚，其他沒有協商的部分再另期安排協商，協商以後沒有問題，講不下去，那就是表決，反正未來四年中任何時間點，差一個月、差一個禮拜、差一年，我們永遠是表決輸的，包括傅崐萁委員所在意的花東快及環島高鐵，明明朝野協商發了兩次都在談這個，昨天談到最後的時候，我們還想說找傅委員、還有您、洪孟楷及吳幹事長，我們在旁邊講話，我說乾脆這樣啦，花東快也是一樣啦！在憲政原則上，預算權是行政院編的預算權，是它獨享的，立法院沒有議決法律案、議決預算案、又可以編列預算案，這是憲政問題，所以我們大家講好，把那個走完也沒有關係，就表決。黃國昌開始反對，這個等到520再講，但協商了這麼多次，怎麼沒有聽到你講到520再講？520以後憲法會改變嗎？不可能嘛！",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"所以今天傅總召以及黃總召，我很懇切地講，要講道理就要來這裡講道理，不要等一下講一半，嘿嘿一叫就跑掉了，我在這裡很誠懇地說，我到目前為止，沒有做任何人身攻擊，這是一個非常重要的幾點觀點而已，以上。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝柯建銘總召。接下來，請問國民黨黨團有沒有寶貴的意見？",11100000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：院長！",1111110000,內文,0.0,0.0,,,,,
"主席：稍微等一下，好不好？我們交叉嘛，你們一直講，好不好？",111000000000000000000000000000,內文,0.0,0.0,,,,,
"傅委員崐萁：各個黨團照輪啦！",111111000000000,內文,0.0,0.0,,,,,
"柯委員建銘：沒有關係、沒有關係。",11111100000000000,內文,0.0,0.0,,,,,
"主席：我們請洪孟楷書記長發言。",1110000000000000,內文,0.0,0.0,,,,,
"洪委員孟楷：謝謝院長。院長剛剛我們非常有風度地聽柯建銘總召講了19分鐘的歷史回顧，說實在話，還是沒有看到今天到底有沒有誠意坐下來好好協調，我們要先請教民進黨團，是不是今天一定要耍流氓？是不是賴清德主席下的命令，要你們今天一定要來暴力衝突？是不是民進黨只要想怎麼做、連插隊都可以做？我先說，我不會像你一樣歷史回顧，我只講這三天的事情。禮拜三上午8點鐘，我們就已經在議場前面排隊，大家也都清楚，我們也講得非常明確，國民黨團要的是我們能夠在禮拜五的時候順利進行議案，也因此我們在禮拜三上午8點鐘黨團大會之後，我們就排隊，在禮拜三的中午左右，民眾黨也加入排隊，一直都在做排隊，但直到今天早上6點40分，民進黨黨團才多位委員過來，沒有一句話，直接用肢體衝突暴力，想要硬來插隊，我們要問這種耍流氓的行為是誰指使的、誰下令的？民主包含耍流氓嗎？捍衛國會包含耍流氓嗎？我們在進行任何議事、程序正義，包含耍流氓嗎？插隊是嗎？",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"再者，今天早上所有的衝突點，我再強調一次，我們講過行霹靂手段，方能使菩薩心腸，我們沒有主動動過一次手，我們在今天早上每一次的暴力衝突，全都是民進黨的委員先動手，我在這邊也要非常強力地譴責，剛剛在國會的殿堂裡面，就距離院長不到1公尺的位置，民進黨籍的鍾佳濱委員還可以直接跳上院長台，把我們女性的委員整個熊抱，然後撲倒、壓倒在地，這就是你們民進黨委員的水準嗎？就是你們男性委員對一個女性委員肢體接觸、肢體暴力，有辦法接受嗎？有任何一個人可以接受嗎？我請教在場的每一個人，有任何一個人可以接受這樣的行為嗎？如果說今天這位女性委員是你的媽媽、你的太太、你的女兒，你有辦法能夠接受嗎？",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"剛剛柯總召一直強調第七十一條之一，他主張於法無據，我們認為職權行使法寫得非常清楚，就是一個月提出來之後，可以來做議事處理，昨天我們也提出來了，民進黨在過去第9屆、第10屆的時候也都有相關的法案，包括我講到公投法，2018年因為公投綁大選，讓民進黨縣市長選舉選輸之後，民進黨怕影響2020年的總統大選，也因此民進黨在第9屆的會期，2019年的5月17號逕付二讀，公投法脫鈎，從原本的公投綁大選，變成是兩年投一次，5月17號逕付二讀，6月17號直接院會三讀表決通過，一個月的時間，而且6月17號當時的會期還是以加開臨時會的方式，為的是什麼？為的就是民進黨怕影響到2020你們的總統大選嘛！所以一個月能不能進行？當然可以。再者，於法有沒有據、有沒有不法，於規有沒有合乎規定，不是你說了算、不是我說了算，我們請院長指示，我們一定有秘書長、法案助理、法案主任，由議事人員清楚明白說明解釋，我不知道他們要怎麼解釋，但我只知道不是你說了算、不是我說了算，議事人員講清楚之後，我們就按照議事規則走，所以你不要再吵，我也不用再吵，不用再吵是說你覺得這個不合規定、我覺得這個合規定，議事人員講了，大家照做。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"最後，您剛剛一直提到過去30年你有輸有贏，過去4年我們全輸，過去4年我們國民黨團在立法院全輸，但我很驕傲、很自豪是我沒有一次主動動手，我很明白地跟你說，你看著我的眼睛，我也看你的眼睛，很真誠地講，我過去4年全輸，但我們沒有主動動手過，有動手也是被動動手。所以國會要尊嚴、國會要秩序，就請從各黨團的三長約束自己的委員開始。國會不會因此、中華民國不會因此什麼人大化、香港化，如果在蔡英文總統要下台的時候、賴清德總統下禮拜要上台的時候，國會就如同柯總召所講的要香港化、人大化，你是在唱衰賴清德總統嗎？蔡英文主政之下，國會變成香港化、人大化，賴清德要上台前，國會變成香港化、人大化，不會，中華民國永遠存在……",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：是你們附和中國……",1111110000000000,內文,0.0,0.0,,,,,
"洪委員孟楷：中華民國永遠存在，沒有人附和任何人，我們是民意代表，我是113席之一，你也是113席之一，我們都要為歷史負責，但請不要隨便地惡意給人家潑紅水、潑髒水，扣我們紅帽子，過去我們人少被你們多講，現在我們不是說因為我們人多所以說話大聲，我們是因為我們理直所以氣順，所以我們絕對拒絕再被扣任何的紅帽子，我是臺灣人、我是中華民國國民，不要再扣我們任何紅帽子，謝謝。",111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：好，謝謝洪書記長的發言。接下來民眾黨團請表示意見。",11100000000000000000000000000,內文,0.0,0.0,,,,,
"黃委員國昌：院長，不好意思，基於對院長的尊重，所以我們還是參與這次的黨團協商，因為院長協商的主題是針對接下去的會議到底要怎麼處理的事情，我想還是扣合著這個主題，避免在討論的過程當中出現太多污衊抹黑、指鹿為馬的言論，我們就把他當成都沒有聽見，否則在這邊吵這些其他的事情，只是不斷地在拖延整個院會應該進行所有的效率。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"在我發言完之後，我也想請院長大概跟大家宣布一下接下來的規則，因為上次在黨團協商的時候，我就善意地提出了一個建議，就是3個黨團大家有什麼意見，就3個黨團輪流發言，這樣院長也不會看舉手看得眼花繚亂，有的時候誰舉得快，有的時候誰舉得慢，有的時候誰舉得久，有的時候誰舉得短，要院長用視力去做這些判斷，我覺得就建立一個非常基本、文明又簡單的方式，就3個黨團輪流發言，至於說要由哪一位黨團幹部針對這個程序性的事項發言，當然尊重各個黨團的意見。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"第二點，針對有關於民主進步黨要求院長協商，剛剛柯建銘總召前面那一些莫名其妙的言論，我說過了，為了院會整個接下來議事進行的效率，我都不想在這邊回應。不過，針對他所提出來，他只打算要處理第十五條之一以下的幾個條文，今天只處理這些條文，台灣民眾黨黨團敬表不同意，敬表不同意的理由非常簡單，也非常清楚，國會改革的法案，民主進步黨已經跳票了8年了，臺灣社會等得夠久了，臺灣社會等得夠久了，建立國會聽證調查制度也是當初蔡英文總統在2016年所做出來的莊嚴承諾，8年過去了，我們的國會建立了國會聽證調查制度嗎？沒有，沒有，所以我們無法同意。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"最後一點，有關於立法院職權行使法第七十一條之一的規定，其實之前在這個協商的會場，我已經把這個問題提出來過了，在那一次協商的時候，我相信不管是秘書長的解釋，或者是院長的裁示，對立法院職權行使法第七十一條之一到底要怎麼樣解釋適用這件事情，我相信應該有一個蠻清楚的解釋跟規則出來了，更何況在我們之前非常多的前例當中，經過委員會的協商，一個月內沒有辦法達成共識，本來就可以交給院會依照議事規則來加以處理，這不僅僅是立法院職權行使法第七十一條之一的規定，也出現在我們非常多歷次的議事前例當中，我想這一點相對而言是清楚的，如果認為還有不清楚之處的話，是不是等一下就請院長裁示，請秘書長跟大家做一個解釋，以上，謝謝。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：我知道，等一下。各位黨團幹部，剛剛3位黨團都已經發言過了，我想針對剛剛發言的部分，我們先告一個段落之後，我來總結一些下面我們開會要進行的方式，如果……",1110000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：院長，都講完再來……",11111100000000000,內文,0.0,0.0,,,,,
"主席：不急嘛！等我唸完之後，你們起碼消化思考一下，你們再來發言，我覺得發言的急切性還超過我所要做的小結論的急切性，暫時不用嘛！等一下你還是有發言機會。",1110000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我想三點，第一點，廣泛討論部分，我建議由各黨團派幾位立法委員進行發言，大概1位到3位，等一下可以請大家共同議決。第二點，逐條討論的部分，各黨團請推派1位委員發言，發言後，我們就依送案的先後，依序進行各黨團版本條文的表決，我想這是我現在綜合3位委員發言之後……",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：結束了，就這樣子啊？",11111100000000000,內文,0.0,0.0,,,,,
"主席：對。接下來，吳思瑤委員發言，麻煩一下時間，謝謝。",1110000000000000000000000000,內文,0.0,0.0,,,,,
"吳委員思瑤：謝謝院長剛剛試圖做出來的結論，但是不好意思，民主進步黨團敬表不同意。我看到我們韓院長跟江啟臣副院長身上別的中華民國國旗的別針，坐在我們中華民國的國會上，真的是百感交集。我非常同意院長早上在協商、我們私下談的時候院長說的話，再過2、3天520新任的總統就要交接了，國會要拿出什麼樣的大禮給國人？現在有73個外國的訪團來到臺灣，有高達687位國外的訪賓正在臺灣，國會在最關鍵的520之前，我們拿出什麼樣的內容、形象，不只給社會國人，也是給世界看，我們坐在這裡，我們都要非常嚴肅地思考。所以我非常同意院長你一早就說，期待不要有衝突、不要有任何暴力，我再同意也不過了，民主進步黨再同意也不過了，唯一能夠化解干戈跟暴力的作法是什麼？就是沒有協商的條文就不能送院會強行表決，這是過去數十年來立法院從來沒有發生過的事，我再說一次，要停止暴力，我們都不希望發生任何人受傷的狀況，我們都不希望在520之前端給國人的是一個非常負面的國會形象，唯一的方式就是請求院長行使院長應當行使的職權，就是要把未經協商的議案，透過協商之後才能表決，這是程序的正義。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我當立委9年，但是我年輕的時候就在立法院當助理，加起來20年的時間，我很不明瞭，我也要跟院長表達一下，我從來沒有看到立法院的議場內有這麼多的警察，我今天看到好多的員警，也許是要保護委員，可是我從來沒有看過這麼多的警察在立法院的議場，在我有限的職業時間裡，我也沒有看過立法院的警察每一個人身上都有一個密錄器，我從來沒有看過，柯總召可能經驗更多……",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：沒有看過。",111111000000,內文,0.0,0.0,,,,,
"吳委員思瑤：我第一次看到每一個警察佩戴一個密錄器……",111111000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：7點鐘在門口就有了。",11111100000000000,內文,0.0,0.0,,,,,
"吳委員思瑤：是把每個委員當作罪犯嗎？我也沒有看過早上7點鐘開門是有警察擋在門口，不讓委員進場，我從來沒有看過，但是今天發生了。院長說要主持我們的議事秩序，我再次強調，我們都不想要有暴力，可是在議場，院長您早上的制止很好，有委員拿著喇叭，您宣讀了我們的議事規則，他就應該沒收、沒入。但是同樣地，也許院長沒有看到，今天有在野黨的委員是帶著拳擊手套進場的，那是要傷人的武器，就是在野黨的委員，還是粉紅色的，有委員帶著布條還有旗幟類的東西，剛剛在拉扯當中，是要纏住委員、勒住委員的，所以請求院長，我們要避免暴力，這些不應當拿入議場的，boxing的這個，我不知道這個叫什麼，然後這個布條要纏住人，這種都是違禁品，我們要把傷害降到最低。然後如何能夠制止暴力？今天民主進步黨如同國民黨，我們都有權利提出變更議程，我先講國民黨的變更議程，就是優先處理國會擴權的法案，也就是一到三案，第二就是國情咨文之類往後推，這是國民黨團端出來的，而且等一下要進行的變更議程裡頭還是「僅限列」，也就是說只能夠處理國民黨的變更議程。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"透過協商，我也要呼籲民眾黨的委員，珊珊姐在這裡，民進黨今天的變更議程提案是什麼？第一案，我們希望能夠讓衛環委員會充分討論不經協商的再生醫療法以及再生醫療製劑管理條例，也就是所謂的再生醫療雙法，是我們今天第一案，希望讓國人、這麼多的癌症病患、重症病患、慢性病患期待的最先進再生醫療療法能夠趕快上路，這樣的一個議案、雙法是在衛環委員會通過充分討論、不經協商、可以直接表決的，但是被國民黨擋在國會擴權法案之後，也就是政治性的法案優先、民生救命的法案擱一邊。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
